,name,price,release,mileage,color,transmission,drive,wheel,condition,owner,pts,customs,brand,body,number_of_door,engine_displacement,engine_power,fuel_type,sample
145,Duster I Рестайлинг,1500000.0,2020.0,272.0,чёрный,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Renault,внедорожник,5,2.0,143,Бензин,1
146,Patriot  I 31631,460000.0,2009.0,91000.0,серебристый,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,УАЗ,внедорожник,5,2.3,116,Дизель,1
147,(ВАЗ) Kalina I,175000.0,2009.0,105000.0,бежевый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,хэтчбек,5,1.4,89,Бензин,1
148,(ВАЗ) Priora I Рестайлинг,550000.0,2018.0,58000.0,чёрный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.6,87,Бензин,1
149,Vitara II,1099950.0,2016.0,88000.0,чёрный,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Suzuki,внедорожник,5,1.6,117,Бензин,1
150,(ВАЗ) Vesta I,785000.0,2020.0,9700.0,коричневый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,седан,4,1.6,106,Бензин,1
151,Santa Fe  I Classic,400000.0,2007.0,181000.0,серебристый,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Hyundai,внедорожник,5,2.0,112,Дизель,1
152,A6 IV (C7) Рестайлинг,2050000.0,2018.0,38500.0,белый,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Audi,седан,4,1.8,190,Бензин,1
153,(ВАЗ) Kalina I,170000.0,2010.0,120000.0,серебристый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,хэтчбек,5,1.6,81,Бензин,1
154,F3 I,135000.0,2008.0,157000.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,BYD,хэтчбек,5,1.5,99,Бензин,1
155,Q7 I (4L),685000.0,2008.0,180000.0,чёрный,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Audi,внедорожник,5,4.2,350,Бензин,1
156,Ceed III,1266000.0,2019.0,25000.0,чёрный,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Kia,универсал,5,1.4,140,Бензин,1
158,Qashqai II,995000.0,2014.0,97000.0,белый,вариатор,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,внедорожник,5,2.0,144,Бензин,1
159,(ВАЗ) Largus I,661000.0,2017.0,53000.0,белый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,универсал,5,1.6,102,Бензин,1
160,Rio III Рестайлинг,627000.0,2015.0,154700.0,белый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Kia,седан,4,1.6,123,Бензин,1
161,Primera III (P12),284000.0,2004.0,250.0,голубой,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Nissan,седан,4,1.6,109,Бензин,1
162,Octavia III (A7),975000.0,2015.0,21000.0,белый,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Skoda,лифтбек,5,1.4,150,Бензин,1
163,Niva I,245000.0,2006.0,99000.0,серебристый,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Chevrolet,внедорожник,5,1.7,80,Бензин,1
164,Kuga II,1130000.0,2016.0,32972.0,белый,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Ford,внедорожник,5,2.5,150,Бензин,1
165,Q5 I (8R),865000.0,2008.0,120000.0,синий,роботизированная,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Audi,внедорожник,5,2.0,211,Бензин,1
166,Solaris I Рестайлинг,750000.0,2016.0,4000.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Hyundai,седан,4,1.4,107,Бензин,1
167,Ceed II Рестайлинг,899000.0,2016.0,52000.0,красный,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Kia,хэтчбек,5,1.6,130,Бензин,1
168,Outlander III,1099700.0,2014.0,103000.0,белый,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Mitsubishi,внедорожник,5,2.0,146,Бензин,1
169,(ВАЗ) Granta I,235000.0,2012.0,116000.0,серебристый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,седан,4,1.6,82,Бензин,1
170,(ВАЗ) 2115,50000.0,2008.0,150000.0,серебристый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,LADA,седан,4,1.5,78,Бензин,1
171,(ВАЗ) 2121 (4x4) I Рестайлинг,120000.0,2002.0,198497.0,синий,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,внедорожник,3,1.7,80,Бензин,1
172,(ВАЗ) Kalina II,340000.0,2014.0,81000.0,чёрный,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,универсал,5,1.6,87,Бензин,1
173,Civic VIII,500000.0,2007.0,253000.0,синий,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Honda,седан,4,1.8,140,Бензин,1
174,(ВАЗ) 2121 (4x4) I Рестайлинг,209900.0,2009.0,177000.0,бежевый,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,LADA,внедорожник,3,1.7,79,Бензин,1
175,Aveo I Рестайлинг,239000.0,2008.0,127200.0,серый,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Chevrolet,седан,4,1.2,84,Бензин,1
176,(ВАЗ) Granta I,265000.0,2013.0,93600.0,серый,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,LADA,седан,4,1.6,98,Бензин,1
177,"Corolla X (E140, E150)",485000.0,2008.0,241000.0,серый,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Toyota,седан,4,1.4,97,Бензин,1
178,Lancer X Рестайлинг,450000.0,2011.0,160000.0,синий,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Mitsubishi,седан,4,1.5,109,Бензин,1
179,Lacetti,290000.0,2007.0,143000.0,красный,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Chevrolet,седан,4,1.6,109,Бензин,1
