,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,VIN,Госномер,Владение,Обмен,Кузов №,Гарантия,Запас хода
81,Lexus RX  II 330,https://auto.ru/cars/used/sale/lexus/rx/1102243738-36722a3e/,777 000 ₽,2004,153 000 км,внедорожник 5 дв.,серый,3.3 л / 230 л.с. / Бензин,17 250 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,2T2**************,,16 лет и 7 месяцев,,,,
82,Renault Logan II,https://auto.ru/cars/used/sale/renault/logan/1102254487-c25fb5f1/,595 000 ₽,2017,107 247 км,седан,белый,1.6 л / 82 л.с. / Бензин,1 148 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,X7L**************,,,,,,
83,Kia Rio II Рестайлинг,https://auto.ru/cars/used/sale/kia/rio/1102252277-cf46597b/,405 000 ₽,2010,145 000 км,седан,оранжевый,1.4 л / 97 л.с. / Бензин,1 358 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,KNA**************,,10 лет и 1 месяц,,,,
84,Hyundai Solaris I,https://auto.ru/cars/used/sale/hyundai/solaris/1102272757-ef9bb7e9/,No_info,,,,,,,,,,,,,,,,,,,,
85,Datsun on-DO I,https://auto.ru/cars/used/sale/datsun/on_do/1102253366-919912e3/,495 000 ₽,2018,44 706 км,седан,белый,1.6 л / 87 л.с. / Бензин,1 218 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Z8N**************,,,Рассмотрю варианты,,,
86,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1102240557-0721d9af/,159 000 ₽,2007,163 000 км,седан,коричневый,1.6 л / 98 л.с. / Бензин,1 372 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,XTA**************,,,Рассмотрю варианты,,,
87,Kia Sportage IV Рестайлинг,https://auto.ru/cars/used/sale/kia/sportage/1102248342-45496acd/,1 810 000 ₽,2019,31 000 км,внедорожник 5 дв.,серебристый,2.0 л / 150 л.с. / Бензин,4 800 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XWE**************,,1 год и 1 месяц,,,,
88,Mitsubishi ASX I,https://auto.ru/cars/used/sale/mitsubishi/asx/1102233440-89d4b33a/,670 000 ₽,2010,171 142 км,внедорожник 5 дв.,синий,1.8 л / 140 л.с. / Бензин,4 200 ₽ / год,вариатор,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,JMB**************,,,Рассмотрю варианты,,,
89,Kia Rio II Рестайлинг,https://auto.ru/cars/used/sale/kia/rio/1102251265-c29c2adf/,435 000 ₽,2010,126 000 км,седан,красный,1.4 л / 95 л.с. / Бензин,1 330 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,XWE**************,,10 лет и 1 месяц,,,,
90,Volkswagen Passat B7,https://auto.ru/cars/used/sale/volkswagen/passat/1102242819-8ba20e77/,720 000 ₽,2011,79 350 км,седан,белый,1.4 л / 122 л.с. / Бензин,3 660 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,WVW**************,,,Рассмотрю варианты,,,
91,Jaguar F-Pace I,https://auto.ru/cars/used/sale/jaguar/f_pace/1101309723-d5bd00bc/,3 670 000 ₽,2019,11 764 км,внедорожник 5 дв.,серый,2.0 л / 180 л.с. / Дизель,9 000 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,SAD**************,,,Рассмотрю варианты,,,
92,Toyota Land Cruiser 200 Series Рестайлинг 2,https://auto.ru/cars/used/sale/toyota/land_cruiser/1101917245-be409ab0/,3 950 000 ₽,2015,145 854 км,внедорожник 5 дв.,чёрный,4.5 л / 249 л.с. / Дизель,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,JTM**************,,,Рассмотрю варианты,,,
93,Lifan X60 I Рестайлинг,https://auto.ru/cars/used/sale/lifan/x60/1102245820-aa4ae7fe/,453 015 ₽,2016,92 000 км,внедорожник 5 дв.,серый,1.8 л / 128 л.с. / Бензин,3 840 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,X9W**************,,,Рассмотрю варианты,,,
94,Mazda Demio II (DY),https://auto.ru/cars/used/sale/mazda/demio/1102273821-d83c96f5/,250 000 ₽,2005,204 000 км,хэтчбек 5 дв.,чёрный,1.4 л / 91 л.с. / Бензин,1 274 ₽ / год,автоматическая,передний,Правый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,******|54,6 лет и 8 месяцев,,414722,,
95,Volkswagen Jetta VI Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/jetta/1102242817-88f00f27/,697 000 ₽,2016,151 000 км,седан,белый,1.6 л / 105 л.с. / Бензин,3 150 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XW8**************,,,Рассмотрю варианты,,,
96,Toyota Camry VIII (XV70),https://auto.ru/cars/used/sale/toyota/camry/1100473528-0b36085a/,1 700 000 ₽,2019,38 000 км,седан,белый,2.0 л / 150 л.с. / Бензин,4 800 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XW7**************,******|164,,,,,
97,Land Rover Range Rover Evoque I Рестайлинг,https://auto.ru/cars/used/sale/land_rover/evoque/1102202556-86d7cb4e/,2 400 000 ₽,2017,70 354 км,внедорожник 5 дв.,синий,2.0 л / 180 л.с. / Дизель,9 000 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,SAL**************,,,Рассмотрю варианты,,,
98,Mitsubishi Outlander III,https://auto.ru/cars/used/sale/mitsubishi/outlander/1101563145-19b69539/,1 200 000 ₽,2012,61 332 км,внедорожник 5 дв.,серебристый,2.0 л / 146 л.с. / Бензин,4 380 ₽ / год,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,JMB**************,******|64,7 лет и 10 месяцев,,,,
99,Great Wall Hover H5,https://auto.ru/cars/used/sale/great_wall/hoverh5/1102245821-bf642e0c/,510 060 ₽,2012,170 000 км,внедорожник 5 дв.,чёрный,2.0 л / 150 л.с. / Дизель,4 500 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Z8P**************,,,Рассмотрю варианты,,,
100,Opel Astra J,https://auto.ru/cars/used/sale/opel/astra/1102245719-858b6b1a/,545 000 ₽,2012,113 060 км,хэтчбек 5 дв.,серебристый,1.6 л / 115 л.с. / Бензин,3 450 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,XUF**************,,,Рассмотрю варианты,,,
101,LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1102244081-89222b2b/,485 000 ₽,2019,31 000 км,седан,белый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XTA**************,,1 год и 1 месяц,,,,
102,Chevrolet Lacetti,https://auto.ru/cars/used/sale/chevrolet/lacetti/1102172643-602d55d2/,185 000 ₽,2006,250 000 км,хэтчбек 5 дв.,синий,1.4 л / 94 л.с. / Бензин,1 316 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,KL1**************,******|69,,Рассмотрю варианты,,,
103,Kia Rio IV,https://auto.ru/cars/used/sale/kia/rio/1102245720-4266b4ef/,830 000 ₽,2017,97 264 км,седан,серый,1.6 л / 123 л.с. / Бензин,3 690 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,Z94**************,,,Рассмотрю варианты,,,
104,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1102232798-66754b08/,138 000 ₽,2008,120 000 км,седан,зелёный,1.6 л / 98 л.с. / Бензин,1 372 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,XTA**************,,,Рассмотрю варианты,,,
105,Nissan Tiida I Рестайлинг,https://auto.ru/cars/used/sale/nissan/tiida/1102239633-95d332df/,650 000 ₽,2012,63 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 110 л.с. / Бензин,3 300 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,3N1**************,,8 лет и 1 месяц,,,,
106,Renault Duster I Рестайлинг,https://auto.ru/cars/used/sale/renault/duster/1102242818-64132d0a/,960 000 ₽,2016,49 400 км,внедорожник 5 дв.,белый,2.0 л / 143 л.с. / Бензин,4 290 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,X7L**************,,,Рассмотрю варианты,,,
107,Volkswagen Polo V,https://auto.ru/cars/used/sale/volkswagen/polo/1102239714-007d0f80/,459 000 ₽,2012,120 000 км,седан,белый,1.6 л / 105 л.с. / Бензин,3 150 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,XW8**************,,,Рассмотрю варианты,,,
108,Lifan X50,https://auto.ru/cars/used/sale/lifan/x50/1102240558-6d2fd5c7/,497 300 ₽,2016,83 583 км,внедорожник 5 дв.,серебристый,1.5 л / 103 л.с. / Бензин,3 090 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,X9W**************,,,Рассмотрю варианты,,,
109,Opel Astra J Рестайлинг GTC,https://auto.ru/cars/used/sale/opel/astra/1102243062-c6fc2dbc/,645 000 ₽,2012,127 000 км,хэтчбек 3 дв.,красный,1.4 л / 140 л.с. / Бензин,4 200 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,XWF**************,,8 лет и 1 месяц,,,,
