,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,VIN,Госномер,Владение,Гарантия,Обмен,Запас хода,Кузов №
78,Mazda CX-9 II,https://auto.ru/cars/used/sale/mazda/cx_9/1102185079-68091315/,2 749 000 ₽,2019,84 930 км,внедорожник 5 дв.,чёрный,2.5 л / 231 л.с. / Бензин,17 325 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,RUM**************,,,До мая 2022,Рассмотрю варианты,,
79,Audi A5 I (8T),https://auto.ru/cars/used/sale/audi/a5/1101922016-54dae559/,720 000 ₽,2009,114 000 км,купе,красный,2.0 л / 180 л.с. / Бензин,9 000 ₽ / год,вариатор,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,WAU**************,******|178,4 года и 5 месяцев,,,,
80,BMW X6 M II (F86),https://auto.ru/cars/used/sale/bmw/x6_m/1101606635-9e04f8a9/,4 467 000 ₽,2017,52 540 км,внедорожник 5 дв.,чёрный,4.4 л / 575 л.с. / Бензин,86 250 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,WBS**************,,,,Рассмотрю варианты,,
81,Volkswagen Touareg III,https://auto.ru/cars/used/sale/volkswagen/touareg/1101423534-395f3f92/,4 377 000 ₽,2019,28 220 км,внедорожник 5 дв.,чёрный,3.0 л / 249 л.с. / Дизель,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,WVG**************,,,До апреля 2024,Рассмотрю варианты,,
82,Opel Mokka I,https://auto.ru/cars/used/sale/opel/mokka/1101440622-308b1996/,595 000 ₽,2014,125 493 км,внедорожник 5 дв.,чёрный,1.8 л / 140 л.с. / Бензин,4 900 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XUU**************,,,,Рассмотрю варианты,,
83,Audi A3 III (8V),https://auto.ru/cars/used/sale/audi/a3/1101949930-feff3ec7/,999 000 ₽,2013,61 000 км,седан,синий,1.4 л / 122 л.с. / Бензин,4 270 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,WAU**************,,,,Рассмотрю варианты,,
84,Mitsubishi Pajero Sport III,https://auto.ru/cars/used/sale/mitsubishi/pajero_sport/1101346058-69406e73/,1 855 000 ₽,2017,125 290 км,внедорожник 5 дв.,серый,2.4 л / 181 л.с. / Дизель,9 050 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,MMC**************,,,,Рассмотрю варианты,,
85,Volkswagen Caravelle SWB T5 Рестайлинг,https://auto.ru/cars/used/sale/volkswagen/caravelle/1102265287-341337f8/,1 159 000 ₽,2011,248 000 км,минивэн,белый,2.0 л / 84 л.с. / Дизель,2 016 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,WV2**************,,,,,,
86,Volkswagen Tiguan II,https://auto.ru/cars/used/sale/volkswagen/tiguan/1101442841-b1955b4b/,1 619 000 ₽,2019,17 344 км,внедорожник 5 дв.,серебристый,1.4 л / 150 л.с. / Бензин,5 250 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XW8**************,,,,Рассмотрю варианты,,
87,Land Rover Range Rover Evoque  I 9-speed,https://auto.ru/cars/used/sale/land_rover/evoque/1101943700-e761d4aa/,1 820 000 ₽,2015,97 000 км,внедорожник 5 дв.,белый,2.2 л / 150 л.с. / Дизель,5 250 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,SAL**************,,,,Рассмотрю варианты,,
88,Volkswagen Tiguan II,https://auto.ru/cars/used/sale/volkswagen/tiguan/1101617532-1b1b9f54/,1 197 000 ₽,2017,142 900 км,внедорожник 5 дв.,чёрный,1.4 л / 125 л.с. / Бензин,4 375 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XW8**************,,,До ноября 2022,Рассмотрю варианты,,
89,Mazda CX-5 II,https://auto.ru/cars/used/sale/mazda/cx_5/1102084928-d67b8fe9/,1 727 000 ₽,2018,26 060 км,внедорожник 5 дв.,белый,2.0 л / 150 л.с. / Бензин,5 250 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,RUM**************,,,До января 2022,Рассмотрю варианты,,
90,Ford Kuga I,https://auto.ru/cars/used/sale/ford/kuga/1102271718-cbcd2fc9/,630 000 ₽,2012,123 000 км,внедорожник 5 дв.,серый,2.0 л / 140 л.с. / Дизель,4 900 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,Z6F**************,,,,Рассмотрю варианты,,
91,Ford F-150 Raptor CrewCab XII SVT Raptor,https://auto.ru/cars/used/sale/ford/f_150/1102159652-7c70b5b4/,3 150 000 ₽,2012,175 500 км,пикап двойная кабина,белый,6.1 л / 411 л.с. / Бензин,,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,1FT**************,,,,Рассмотрю варианты,,
92,Skoda Octavia III (A7) Рестайлинг,https://auto.ru/cars/used/sale/skoda/octavia/1101687054-dc26de10/,1 365 000 ₽,2017,44 446 км,лифтбек,синий,1.8 л / 180 л.с. / Бензин,9 000 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XW8**************,,,,Рассмотрю варианты,,
93,Hyundai Solaris I Рестайлинг,https://auto.ru/cars/used/sale/hyundai/solaris/1102135060-57b8cf54/,519 000 ₽,2015,76 000 км,седан,коричневый,1.4 л / 107 л.с. / Бензин,3 745 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,Z94**************,,,,Рассмотрю варианты,,
94,Kia Cerato IV,https://auto.ru/cars/used/sale/kia/cerato/1101645656-13a47dfe/,1 180 000 ₽,2019,30 834 км,седан,белый,2.0 л / 150 л.с. / Бензин,5 250 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,XWE**************,,,,Рассмотрю варианты,,
95,Audi A5 Sportback I (8T) Рестайлинг,https://auto.ru/cars/used/sale/audi/a5/1101654436-6b71442f/,1 550 000 ₽,2015,88 141 км,лифтбек,синий,2.0 л / 225 л.с. / Бензин,16 875 ₽ / год,роботизированная,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,WAU**************,,,,Рассмотрю варианты,,
96,Genesis G80 I,https://auto.ru/cars/used/sale/genesis/g80/1101894024-4c7ea950/,1 677 000 ₽,2017,110 800 км,седан,чёрный,2.0 л / 197 л.с. / Бензин,9 850 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XWE**************,,,До января 2022,Рассмотрю варианты,,
97,Ford Ranger III,https://auto.ru/cars/used/sale/ford/ranger/1101443628-db8bb8dc/,1 175 000 ₽,2013,153 735 км,пикап двойная кабина,серый,2.2 л / 150 л.с. / Дизель,,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,6FP**************,,,,Рассмотрю варианты,,
98,Porsche Cayenne II (958),https://auto.ru/cars/used/sale/porsche/cayenne/1101613739-363c37c2/,No_info,,,,,,,,,,,,,,,,,,,,
99,Nissan X-Trail II Рестайлинг,https://auto.ru/cars/used/sale/nissan/x_trail/1101631216-8cb38c78/,1 097 000 ₽,2013,34 200 км,внедорожник 5 дв.,серый,2.0 л / 141 л.с. / Бензин,4 935 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,Z8N**************,,,До ноября 2022,Рассмотрю варианты,,
100,Audi Q8  I 55 TFSI,https://auto.ru/cars/used/sale/audi/q8/1101851097-d28fa723/,5 580 000 ₽,2018,32 000 км,внедорожник 5 дв.,серый,3.0 л / 340 л.с. / Бензин,51 000 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,WAU**************,******|178,2 года и 1 месяц,,,,
101,Kia Sorento III Prime Рестайлинг,https://auto.ru/cars/used/sale/kia/sorento/1101319740-5bd44307/,2 267 000 ₽,2018,50 009 км,внедорожник 5 дв.,серый,2.2 л / 200 л.с. / Дизель,10 000 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,XWE**************,,,До октября 2023,Рассмотрю варианты,,
102,Volkswagen Passat B8,https://auto.ru/cars/used/sale/volkswagen/passat/1102265489-668b9132/,1 599 000 ₽,2017,47 000 км,седан,коричневый,1.8 л / 180 л.с. / Бензин,9 000 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,WVW**************,,,,Рассмотрю варианты,,
103,Mitsubishi ASX I Рестайлинг,https://auto.ru/cars/used/sale/mitsubishi/asx/1101452692-f4e5a9dd/,775 000 ₽,2014,140 000 км,внедорожник 5 дв.,серый,1.8 л / 140 л.с. / Бензин,4 900 ₽ / год,вариатор,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,JMB**************,,,,Рассмотрю варианты,,
104,Jaguar XE I,https://auto.ru/cars/used/sale/jaguar/xe/1101698539-1694cc85/,1 387 000 ₽,2015,102 100 км,седан,синий,2.0 л / 180 л.с. / Дизель,9 000 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,SAJ**************,,,,Рассмотрю варианты,,
